0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,9
9,9
10,1
11,1
12,1
13,9
14,1
15,1
16,1
17,1
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,9
32,9
33,9
34,9
35,1
36,1
37,1
38,9
39,1
40,1
41,1
42,9
43,1
44,1
45,9
46,9
47,9
48,1
49,1
50,9
51,9
52,1
53,9
54,9
55,9
56,1
57,9
58,9
59,1
60,1
61,9
62,9
63,9
64,1
65,9
66,1
67,1
68,9
69,1
70,9
71,1
72,1
73,1
74,9
75,1
76,1
77,1
78,1
79,9
80,1
81,1
82,9
83,1
84,9
85,1
86,9
87,9
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,9
97,9
98,1
99,9
100,1
101,9
102,1
103,1
104,1
105,9
106,9
107,9
108,9
109,1
110,1
111,9
112,9
113,9
114,9
115,9
116,9
117,1
118,1
119,1
120,1
121,1
122,9
123,9
124,1
125,9
126,1
127,9
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,9
139,9
140,9
141,9
142,1
143,1
144,9
145,9
146,9
147,1
148,9
149,9
150,1
151,1
152,1
153,9
154,9
155,9
156,9
157,1
158,1
159,1
160,1
161,9
162,9
163,1
164,1
165,1
166,1
167,1
168,1
169,9
170,1
171,1
172,9
173,1
174,1
175,1
176,1
177,1
178,9
179,1
180,1
181,1
182,1
183,9
184,1
185,1
186,1
187,1
188,1
189,9
190,1
191,1
192,1
193,9
194,9
195,1
196,1
197,9
198,1
199,9
200,9
201,1
202,9
203,1
204,1
205,1
206,9
207,1
208,1
209,1
210,1
211,1
212,1
213,9
214,1
215,1
216,1
217,1
218,1
219,1
220,9
221,1
222,1
223,1
224,9
225,1
226,1
227,9
228,9
229,1
230,1
231,1
232,9
233,9
234,1
235,1
236,9
237,9
238,9
239,1
240,1
241,9
242,9
243,1
244,1
245,1
246,9
247,1
248,1
249,1
250,9
251,1
252,1
253,9
254,1
255,1
256,1
257,9
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,9
266,1
267,9
268,1
269,1
270,9
271,1
272,1
273,1
274,1
275,1
276,1
277,1
278,9
279,1
280,9
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,1
289,9
290,9
291,9
292,9
293,9
294,9
295,1
296,1
297,9
298,9
299,9
300,9
301,1
302,9
303,1
304,1
305,1
306,1
307,1
308,1
309,9
310,9
311,1
312,1
313,1
314,1
315,1
316,9
317,1
318,9
319,1
320,9
321,1
322,9
323,1
324,9
325,9
326,1
327,1
328,1
329,1
330,1
331,9
332,9
333,1
334,1
335,1
336,9
337,1
338,9
339,1
340,1
341,9
342,1
343,1
344,9
345,1
346,9
347,1
348,9
349,1
350,9
351,1
352,1
353,1
354,1
355,1
356,1
357,9
358,1
359,1
360,9
361,1
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,9
370,9
371,1
372,1
373,1
374,9
375,1
376,1
377,9
378,9
379,1
380,1
381,9
382,1
383,1
384,1
385,9
386,9
387,1
388,1
389,1
390,1
391,1
392,9
393,1
394,1
395,1
396,9
397,1
398,1
399,1
400,1
401,1
402,1
403,9
404,1
405,1
406,9
407,1
408,9
409,1
410,1
411,1
412,1
413,9
414,1
415,1
416,1
417,1
418,1
419,9
420,9
421,9
422,9
423,9
424,9
425,1
426,9
427,1
428,9
429,9
430,1
431,9
432,1
433,9
434,1
435,1
436,1
437,1
438,1
439,9
440,1
441,1
442,1
443,9
444,9
445,1
446,9
447,9
448,1
449,1
450,1
451,1
452,1
453,9
454,1
455,1
456,9
457,1
458,1
459,9
460,1
461,1
462,9
463,9
464,9
465,1
466,1
467,1
468,1
469,1
470,1
471,1
472,9
473,1
474,9
475,9
476,9
477,9
478,1
479,1
480,1
481,9
482,9
483,1
484,1
485,9
486,9
487,1
488,1
489,9
490,1
491,9
492,1
493,1
494,1
495,1
496,9
497,9
498,9
499,1
500,1
501,1
502,1
503,9
504,1
505,9
506,1
507,1
508,1
509,9
510,9
511,1
512,1
513,1
514,1
515,9
516,1
517,1
518,9
519,9
Confusion matrix
0,25,0,0,0,0,0,0,0,30
0,107,0,0,0,0,0,0,0,18
0,8,0,0,0,0,0,0,0,7
0,7,0,0,0,0,0,0,0,8
0,37,0,0,0,0,0,0,0,13
0,30,0,0,0,0,0,0,0,25
0,14,0,0,0,0,0,0,0,1
0,13,0,0,0,0,0,0,0,2
0,25,0,0,0,0,0,0,0,25
0,70,0,0,0,0,0,0,0,55
Precision
1
0
1
1
1
1
1
1
1
0
Recall
0
0
0
0
0
0
0
0
0
0
F1-measure
0
0
0
0
0
0
0
0
0
0
Accuracy,0.31153846153846154
Macro F1,0.08201952979662896
Weighted F1,0.19716233124189655
