0,9
1,4
2,4
3,9
4,9
5,1
6,1
7,1
8,8
9,9
10,2
11,1
12,1
13,9
14,1
15,3
16,2
17,2
18,7
19,1
20,6
21,1
22,9
23,7
24,4
25,8
26,1
27,1
28,8
29,8
30,9
31,8
32,8
33,5
34,8
35,3
36,5
37,9
38,1
39,1
40,1
41,7
42,0
43,4
44,9
45,9
46,1
47,6
48,5
49,1
50,4
51,0
52,5
53,9
54,0
55,0
56,8
57,5
58,5
59,1
60,1
61,2
62,0
63,0
64,9
65,0
66,1
67,4
68,0
69,2
70,1
71,0
72,1
73,5
74,0
75,8
76,4
77,3
78,9
79,9
80,1
81,1
82,2
83,5
84,0
85,9
86,9
87,9
88,7
89,9
90,8
91,4
92,1
93,1
94,9
95,1
96,5
97,9
98,0
99,0
100,9
101,8
102,4
103,2
104,4
105,5
106,8
107,5
108,5
109,4
110,1
111,9
112,5
113,5
114,8
115,9
116,8
117,1
118,8
119,9
120,1
121,5
122,4
123,9
124,1
125,1
126,9
127,4
128,0
129,9
130,1
131,1
132,8
133,1
134,9
135,1
136,4
137,9
138,8
139,0
140,5
141,0
142,1
143,2
144,4
145,2
146,4
147,9
148,5
149,1
150,1
151,5
152,9
153,1
154,5
155,0
156,3
157,9
158,9
159,3
160,2
161,8
162,0
163,1
164,1
165,1
166,1
167,1
168,9
169,0
170,5
171,9
172,5
173,2
174,4
175,1
176,1
177,2
178,8
179,9
180,4
181,1
182,4
183,9
184,9
185,1
186,5
187,4
188,0
189,3
190,1
191,9
192,1
193,2
194,0
195,7
196,9
197,1
198,9
199,2
200,5
201,0
202,9
203,0
204,5
205,9
206,8
207,1
208,5
209,0
210,4
211,9
212,0
213,2
214,9
215,1
216,8
217,1
218,3
219,9
220,4
221,1
222,5
223,4
224,5
225,1
226,0
227,5
228,0
229,1
230,9
231,1
232,2
233,0
234,1
235,9
236,5
237,9
238,9
239,1
240,2
241,0
242,9
243,5
244,1
245,1
246,9
247,0
248,4
249,1
250,8
251,1
252,1
253,1
254,9
255,0
256,9
257,1
258,1
259,1
260,4
261,1
262,1
263,1
264,4
265,8
266,9
267,0
268,7
269,9
270,9
271,4
272,4
273,1
274,3
275,0
276,4
277,8
278,9
279,4
280,0
281,1
282,9
283,6
284,1
285,5
286,0
287,1
288,5
289,1
290,3
291,9
292,8
293,8
294,1
295,5
296,1
297,0
298,9
299,5
300,1
301,5
302,5
303,5
304,1
305,1
306,3
307,7
308,8
309,3
310,9
311,9
312,1
313,4
314,1
315,8
316,5
317,5
318,9
319,7
320,4
321,8
322,9
323,8
324,0
325,9
326,9
327,0
328,1
329,9
330,5
331,4
332,5
333,4
334,1
335,4
336,7
337,1
338,9
339,4
340,8
341,6
342,5
343,8
344,0
345,4
346,4
347,4
348,2
349,9
350,5
351,3
352,8
353,8
354,1
355,5
356,4
357,1
358,1
359,1
360,1
361,4
362,2
363,9
364,9
365,2
366,0
367,1
368,3
369,1
370,4
371,5
372,1
373,5
374,1
375,4
376,1
377,9
378,8
379,9
380,1
381,5
382,1
383,1
384,1
385,9
386,0
387,4
388,9
389,2
390,9
391,9
392,8
393,0
394,4
395,1
396,2
397,8
398,5
399,1
400,1
401,9
402,4
403,9
404,8
405,0
406,8
407,9
408,8
409,5
410,5
411,6
412,1
413,9
414,1
415,1
416,9
417,1
418,4
419,2
420,4
421,4
422,1
423,9
424,8
425,0
426,9
427,5
428,6
429,8
430,8
431,0
432,1
433,9
434,9
435,1
436,1
437,5
438,9
439,5
440,1
441,0
442,0
443,1
444,0
445,8
446,8
447,8
448,8
449,5
450,9
451,0
452,1
453,5
454,8
455,8
456,1
457,0
458,1
459,9
460,1
461,8
462,8
463,5
464,8
465,4
466,1
467,4
468,7
469,8
470,9
471,8
472,9
473,9
474,3
475,9
476,5
477,0
478,8
479,9
480,9
481,1
482,1
483,6
484,9
485,9
486,9
487,9
488,9
489,0
490,1
491,5
492,4
493,1
494,8
495,1
496,3
497,0
498,2
499,1
500,9
501,2
502,5
503,0
504,9
505,0
506,9
507,1
508,4
509,4
510,9
511,1
512,1
513,4
514,4
515,0
516,1
517,4
518,8
519,9
Confusion matrix
36,4,9,0,1,1,0,0,4,0
3,110,0,7,1,0,2,0,1,1
2,0,4,0,1,2,0,0,2,4
0,8,0,7,0,0,0,0,0,0
7,3,1,0,27,5,1,0,1,5
1,0,1,0,8,31,0,0,1,13
0,0,1,0,2,0,3,0,3,6
1,3,0,1,0,0,0,10,0,0
1,0,0,0,4,0,1,0,41,3
5,0,9,0,13,20,0,0,4,74
Precision
0
0
0
0
0
0
0
1
0
0
Recall
0
0
0
0
0
0
0
0
0
0
F1-measure
0
0
0
0
0
0
0
0
0
0
Accuracy,0.6596153846153846
Macro F1,0.5713188132632518
Weighted F1,0.661562499226906
